Name,Location,Locality,City,Rating,Cost,Place_ID,Photo_Reference
Tatva,"SP Road, Secunderabad", Secunderabad,Hyderabad,4.3,1500,ChIJWSH6KTSRyzsRxdfMivZxEFk,AdDdOWou0Y_ZRC0md6JRKJO4dmsGNpS7bDAjw0OflyFPbMZ0YrZVNbBH6s7ojgJnVLWBuJ0f7KfngUibebDg7UlKd6r3zHU9t27gf70qJtyHx5bkoSt__xKsJAQj2UPT8edX7oqIe8JmbEpulxK45dW-1_Jtq8okxVa8uYmZObLzYtOlnZ1o
Indulge Ice Cream,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,5.0,300,ChIJmwXiIs2QyzsRxNY2dDQpdes,AdDdOWptJrS7gC_2BktJpjy5-PfoTf8gAbkrN_tMsa7U3FMbULY0hH5r_M8TJpMFdo-_mofDJnH5BOd-AE7Z2gmqt5iQmIhGZUv-68SIrwLsOPtBfB9_vDEOY-GELiBijK6UYBGdQnwHV7rCK7P36FNngjW3YRT1wjKo0rpbq2OU-QYNKJ5P
Gappe Vappe,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,5.0,500,ChIJ5zhoiJaRyzsR9bfS_bORkY4,AdDdOWoYTdedNGI32OUnFB86knw7ReVhE4TuuDo4Z5UJ0bCSp3JGF4oOyLF5apjdJ1MCHyc2J_bvs8kdhvf5Ji91-Luh5HxNBk1v3sW4OwNAnKdKHVlGP5kVciMPY2r5yJ086ymg9JY5PLHMOCyrJdXKst2tj-wyzIzQc0Hd-GaTAgUcjcS2
Ohri's - Ming's Court,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,4.4,1300,ChIJk03sPXSXyzsRw7NAQtYLKFU,AdDdOWq8a59knd59t_O-ztgOOknCBxKOLEEPNQQe6dOLeG56gjsZ7UkKDgzPXUTuPXzfqBGPf-WTf0GYkwE3BDh1D6_-pb-TKNTPGfFqEIcJkTEDvgd9Hqk1gkjy0oK0ErUqSGk9aIKktWTmJgrJ8gihs4XQgGWsgAwUK3MN3efl9P4YC5m0
Golden Dragon,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.1,3500,ChIJwVAGClmUyzsRy0CbUgB1HR4,AdDdOWqB7E4VZNZumSv_z_1wfYTyy_BpvSDxpS67LuVOR7qdBL250WBhbAd0pQh8oU1CFjulfgCQTxQ58x9BPXkxNTfABpojei8QcAb4HCyqG9pXzGTuykfPiNLIqrigiAF8YCPGO9e-Jla63KTZ51BzRe9BSLvWhcTq2dkiyWO5mBZw9aI
Curry Pot,"PG Road, Secunderabad", Secunderabad,Hyderabad,4.4,700,ChIJ53GFFxGayzsR7K3KYCW-aOU,AdDdOWrmAbNy8NpZelOV8H7E5wk0GTg30Qv1EMeyaEMEKl1hI792Z9Lyp_ou-djhZEGJjXOhxahi9Qf1l8WmU3uMFv5lTbRLiPGdElL_aJgBer9E_5vk6FIB46ysf2O2PPsvbjuisFB7QpF2Ymmlj2FkMUEuSFObal-8ZXsE1Rb4hSIcqRgr
The Joint Bar & Cafe,"The Joint,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.2,700,ChIJ4XrmDjGXyzsRH-v0_qBnvc0,AdDdOWrmXXOQLT98sVWp4IMUkP_t0WpMS1w0oDj8E9pbjFw_XnXLjE0kEJH75PhDghm5QSA6LjwaXruYkgaKOP4UmzF-IcxWCTWl9GjbgZmSKBa7WkL3y3fFDr3HIedd3TXz4ggHzGXcE3tOS8RMgMlP6ubR_BWV2CIYckTJ6z8kbOcKOvhs
Vivaha Bhojanambu,"CVK Park square,Kalasiguda, Secunderabad", Secunderabad,Hyderabad,4.1,1000,ChIJeVurljCRyzsRXvkaOVyKuIo,AdDdOWqlCVYl4R8AldJ5xZKGKsg1oG89l-9Kru7G3lq13FOlUpbGDXLvfyeQbxu_KRC0FnfRE4LwDYqmmoKZos_JCgi-aCAx8kN_y5IqIUV6zJBomUBT5j3MEJoOtAQIdPrwo0fe1QvdI9Bj84VPxqRbrr5lTydKW1YN_irK86sQLLcM_beA
Aromas of Asia,"City Centre Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.3,1500,ChIJ4x1rcjeXyzsRwP60YQLppZ0,AdDdOWpW7tVfUpeHkKNID1gpBGzZJTLFmxW4Caz8niLE8S5IyqBV8bGV3FZAs3ibgjXbzFyvx5rS5zISLOb5IIOLTQT-4HF6tPLCzBI8x90RG6EpT-I-qKfh5cRPMdN5bN3t6Lu5YvDa-mcrKApCskgbIc1_w99l3Z0RodQQbf-oP5VAoIJq
Saudi Arabian Restaurant,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.1,700,ChIJGynAR96RyzsReZegbYN7C1Y,AdDdOWrPDJV9jsk1xLyywl3bQVk4jM7oTQJrtCyYe4hUlJ-e80bqoGhZlSAGhoKSrcjIVESKs3XwMyejrdzVRzR91mS2_ssTeCS3WZV2zgYdshbHcGiUXCEc4cQktHTii1DUzite4VdtzVlOEVfMxbPr8PfDdh6XMu0-KW9-05lqW2sPHkIr
Almond House,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,5.0,500,ChIJtdHyBzSRyzsRURFxZeSpSTI,AdDdOWqUVlrXU0GtWbtrkLOkd8HGSmzKst4FRazcoU4T-Js7adbYlojRfJ06mD3Gm2AhsqdJ_GnvpRCFfhVeMe7Lgu0mBtgfOeFa9hk4_7wEJNkZYMxOdbkTHOmEeC2ucL5vIEdjxPffTw9S1dqC5N7e6zsUhNJ6WjGFjq0pZNK-Rdl2OTWn
Firdaus,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.2,3100,ChIJjQFIhjeXyzsReSTjRjm5rzo,AdDdOWqoqBuj9dMjFfSsCmAsw82F2RwlrHU_bChx8ORVCZwRU7dqj704M_KNnBVv4TBH5NADeIq13hLN6xb7z9fhoSKdWVpES-bIOp3F2963HnjhWQwCb-NzFtdKR0zKUzhIyIQ7yzci9w495XQUuxmr2Ea0rj4VrfHMVU1pxFguVKDgqNVq
Sanjos Donuts,"GVK One Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.9,400,ChIJc2alCvqRyzsRDR0j1L0iVIc,AdDdOWopQCaUDoSdZl-dAVgpo0Hy53wytA69ZQ9RYnwfAUY-Jj8d6i2AoimiXj3fTvK7O8wgk8HhDFJ7AZic-LMRzcZpeIfHi5og3rHMo10dJC82-l0X7K5TzkiWJ0fZl9bWlyGC83_8_HGOpPR2OIZ7WnNvQJokVA9Y1kTJxBPw3pdMOe0
Heart Cup Coffee,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,2000,ChIJQRO0FEqRyzsRueYadEUO8QY,AdDdOWpbNJl4QJtKTC_NpQw63EJDR5dkURPDuY_iicWoHUXHnSV10fdjZIWa0Stpt8-S_uzTj3_yJk_FZGrUC6Zzrg6_K5tUPi6HLLnShMmlGhjg68HzJRqsG2k2s1Z5xPj8k2I-RvBaWK1RUqgqL_zR0evb612wTeUuWFlLrIOhucufvZbX
Air Live,"Odyssey Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.0,2100,ChIJDbM_MEiRyzsRA4rnMEfQtJc,AdDdOWqCiBmW4KBKusMUXXpEwZ4y32INjNGY6O8kGG-xeMINbQiSopm5rWVBjNdk0WmO-6kK-OQGAOvuSywz6cEIO8-q40JxVYP5xEkVWaa5taUcGQAR6_UE1yKmSmuMYwCynxsfNy8fcJJdEDPpclD6rH60EVPXBHnt5lzBJ5QgrfHi42_-
Indulge Ice Cream,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,5.0,300,ChIJmwXiIs2QyzsRxNY2dDQpdes,AdDdOWqk_yD7H5nzOhEcYuBqSr2XHx905n7DT59HelrHr1I0MrZFOsKiCosjJOzmwh_DEBckHJw-yV50uxAPKjJ2T7f1_uGVn_gWFtVtm3QqB7PzBLuGsZ-iszrwwUU4XdKW6ktznePa-_6Ub1_8L6au-vcCfOZYzh8GTpXZcv2izthXRhl5
Altitude Lounge Bar,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,4.1,3000,ChIJVSo9b_eZyzsRurdW5Gr6vOQ,AdDdOWpk_lBk_FO6HcUC7NQMzQrL8--AnkE10eiynjBfE_BNgoakyNb7YSrmVWSNvTiZlVofc48kUcTOdopwlouWvTs5crqA3xKmPhP-ILTWaf7gX2uaHMR9xocXhKr3bgApbeh5MOUU5BRXz_SvHqnIButHx-EM7RgYjRY_cDyrHPzWF_3V
Subway,"Mayfair Complex,SP Road, Secunderabad", Secunderabad,Hyderabad,3.8,400,ChIJpbkJSsOYyzsRxb9IqvAEpI0,AdDdOWq9mSUxQLOs_TviiT_Lrch4IbWeYxPnUK0dm9aXbmy_TH9_51QRbch-UspSrgdw_UzBDU0MdgFDBTlUfF783t2IKaDVgtycqghTt6q5KIi8pThY5l1caEPgazGOjYiHCfrRQVCBJxI9SmXueMJtvnFqun791TvRnpwUMWD5DRcnwxTB
Clove - The Platinum Hotel,"The Platinum Hotel,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,4.1,800,ChIJK_O4MrKZyzsR6jMgd9wDDvs,AdDdOWqLAyYzeGqZnFODrGOawEx3txDeVVfD6oHk7jIfSp4OajXMINyNUojAhXo3Vrth6qeBK02-rqPm7xs8ynAxnSQk5f9V5NNMRgVIADufA18JKXVCGsUyoitiw44Q3oh4LNtsIK7yhRnteJN6GApZovP32bQLU_fihluH_XCqcyMq3763
Apsara Ice Creams,"Begumpet, Secunderabad", Secunderabad,Hyderabad,4.0,300,ChIJ____v8CRyzsRElN9KeyuDSI,AdDdOWqZPTaBEWxfXFD67YuAM9VHqcBadvqN8i_HLSK60WECB9DR49MDzwbg3QrUP3Mbi790PYlVlmqemAkBECpGmMjncAc3rpYcDWdaT2u9trS6Fu08ilTCRhsNf5h_qhBJVZwu34rkoOc2g7moAl8FX7_rkYbOkGSE53K59u8gvtwO6qaA
Insomnia,"Jaya Chambers,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,2300,ChIJVwhVYoyRyzsRfe0rDhGVv84,AdDdOWpG4qg0LdVLQgd3oB_jHeICTuPp5k5M_1TVjJZeJd4lcXFnDANm7GLOx_3rCDRJ5C63e1prMFqwRizOxzuU4XcIEXOwxwp6_pmfWLUNSqgPJi3DxeFu9pNTkTwpZStnB9ewdYJolhBywNoaKCSivbDRxaeQySbELFHhzoYPZZmL9iH3
Cuiscent,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,4.0,1000,ChIJ058sw6mXyzsR16nNt44G38U,AdDdOWpNKs4X7ZHSESFUZaOSy151cE0qspfhUhknplwuP1cYQSLSabE5pcIl2KnG6BIjaEfh3iajnObcntMMn-0WpQfunjsrM-rcM8zUzCbXF45k2sCLBKNyFPAz-TqBZld2SL_G7Acxcn3XwXGDviY_3Y1q0hFOoWGAhiBMCN3N1pLHzK_n
Express By AB's,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.8,600,ChIJ01jJjayTyzsRY-ncyntaQDk,AdDdOWocJ6-ei0ZjMEv4-v6pmZrT1hEu4lTH9gGVKINko-Wfjl54jbzvpc47J3JPqXr6P_62HnFdr1o7dmRseEXPFAP4iL0Fwehbb4NLb58bqpHvPR7zhSkPHH1aaNXE_z4W9gwUjs1sIdd62p_DOpAdnlDnwJxNDLlvJEY_zv8yurtegDTY
Cheesiaano Pizza,"PG Road, Secunderabad", Secunderabad,Hyderabad,4.0,500,ChIJLbPBraWbyzsROmQdQdF9Vos,AdDdOWoCQKM3Hbhhr8w6vs33P5IXV2Fum8lILz1zo_B2BIs2aVUS_lyShn2ov3K006SVTxMLC9wthNYtYg8Fhf7TOn0lzf2s8ItzYLCjVlEyrL9CNTLfpxihTPbxmWmXzcOSf9ifUEpLrYpzpuHDmIadGTnwvsRo3T0XPtm0HDpu-x2DqBVd
"Haiku,The Asian Kitchen","Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.4,1500,ChIJg1Lm8SeXyzsRmQOfVvh0RWU,AdDdOWrH0MNw1Fs-VKs5em51ZuPDkzN5FWdAfwmD3orFKZnTt-Y4VU8VY4G7McUcwKNVZOAQk7TjSTPE_kTocIBymu50nmZgQKDrqeBfSL2goUr3jG39Uca7xMl_HMQo6q-QvJwFpJpD65VnieIzHpfpRso6tPAJyY03kID1v763LMCP4QeU
Ohris Eatmor,"Ohri's Banjara,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.0,1200,ChIJ5dsiE-CZyzsRd0f1-1VJho8,AdDdOWqCIacHb0mwM091KmD-2ByCmVOHNNdDfJIty2PO9pJLCLdoWeThkezonUh1OZABOU2vshlI3XbQUY8KZ38JdDkcToIRT90YGGm2zNnD8rH9hJUQe4JhMyj5OWTB_o_1vWjPrgYioy7tKB4NezWb8krewsCRjZWNbu2aZTIaeRDFPC95
Ocean's Basket,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.4,1600,ChIJl_tqjiGRyzsRhmkArx-sJNg,AdDdOWr8qrSgo9rVpAlfhfOVVUBVv0IcsOHoQgFBOulnfahOV35Xq2AZf5LLltBP6XKh_N88htKoVBNHpDxmb02fx8c7Ubj5mOlLIgAuPSA9Dcqhxj662H3SOZxvKnQAZDeCxPO4MdanyztXyySERb-9ON2OchC0oP5mS1JPrAnIclj7i7U-
Sync Restro Bar,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,4.3,1600,ChIJk8r0XV2XyzsRJ4dEtG2sIUc,AdDdOWolYWKBw8aUv0mbpf7kLykJBlRxppal1dcDDbwM5rgoUcCNZo9VvWxMVlCq_dISb7G1W9hl2btFBIfrdk1ZSc2ScWwX7eU138e-XaS-vPWI1n7pz-ZObOmt36VnQnVF45xPnJS05RlvGHNP1MPi0-jAxnFryhF8_swsmEbi_yxrtJmB
Bar 41,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.6,2400,ChIJx1GjvjKXyzsRmSobLg94fjc,AdDdOWrtr_GmSSzlxAIHNXANyShflHat7kRP6FGnFHphGDIORTa7xXV2i7YL9Q0Iyct-93BV0H8umn4cXETWulWcl0w47aPf9G0Ex5dgD5o40WdJvWUEwQ1vxY2pmVCUkXibq0-Ls-7vrrUURuq7OTKfwHILe3mOWfP9GyqvLFki5O-m2UZF
Touch of Class,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.9,1000,ChIJcRUqXV2XyzsRD4ofGObdKcI,AdDdOWqZ5lYNpOngskupQUU8xfj6BooVqcH6GjgkrKDGWxazvvCXRuJJY0hcovHohzfFaBDZyQoac6adRD-GBb2DoutSEeI09zDErFuQinLtgjOYDteG6DTpytacIxUBzix6IccvTjOP7Jx-Innj8NHgezOUGWiaIBJdNdRla7fJvVOTnCak
Ghrelin Cafe and Patisserie,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.4,600,ChIJFc2O7UaZyzsRtA52QTgQiLk,AdDdOWo7Rd-3wQBQSbWIA1DM-YHltdSC3RI1IPq_8sm6z_aNgWUef8STspZy749mudFn2kRIhhGU7XW--0eVELuR242e3Lxj3fEDCZMiiv0xxVCW0NPFfL0PApjpxaNqo05Mif_yqAxpqT4rA4Ay_gacGxC2oqKlAKNkq6ZmBcpDxKNbW_qL
Huber and Holly,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,4.4,1000,ChIJE-Ad0CyRyzsR9a1bz8ftr6U,AdDdOWp0QSl4yIaYSwslkN-lOcCNA-qaoMJci5Aby6MdBOEiooZ214bgjoWB__0ilOov1mp_xyp0w_eLESVI4EAKul8kloCzcFdQ6_E-6q3Jm-Wg3New53Zhe7my5e1R6_tVppHlr9Tay-AGFtKLNElMHKTgNdWia1Kauneo66jq83WKgmWe
Chill & Terrace,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.0,2400,ChIJmcIuXjKXyzsRmwefb18pXaU,AdDdOWrfwYOupAMkeqs5FDahhqY0oDGGhW1fszQ6CmtdyySu4QQZJxQeQ9oHc9cF33Yk9MTMxi4wGwRZedQQlgR8h7Yv0Ymb50JBFpqgPuoklhHPqrI4WaWKt0PG_cwyYEyWzGj75L049mYemeyverkoFD9DD_RGahTC0gkvMha5sQV7HC_4
Telangana Spice Kitchen,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.2,1500,ChIJK7tKKk6RyzsRSAjukcHok3A,AdDdOWrZRNsfulvgQAvGKY4g0B_MjiafKpb9y-WlF0hQChrXF7xyrBjL4NODlLjVLIxdF87ENnSbZ9wzjhsWlZ5GlOodkey8kwopxZFHPn476YREhSIe76JO__aBRPwBO39Vi3YeDRdk89pBN0d6b_QrKE4q9jKs1l3KxULGes3KLKman4Bc
High Spirits Bar,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.8,1100,ChIJEeP_Ql2XyzsROR-XvP7W-0Y,AdDdOWrhUmKngGtPdps8aAnePCnOAU0-Gwj2TkIxgsdOCWuBanTXnEKWaXeUebj5exVq29c_kaSY83GxEIXDXl4kNilO-SMIa2RgvAo04H77HM6e_MHJ7U0XEq_uH3Gr0HqA07Z5nGYlS4lpvGCemwHSMHt1xhEMggwfdReK7qEakWRZmRmY
Cups & Plates,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.7,1000,ChIJzTha8cWNyzsRtqQijP5fF3Y,AdDdOWqn6-SC1fCKzqBAh5rGV-XC69raX15c3i7vA0mEv_kyYtejuJIsN1SEGQVPN0un8XD6XdoCNeIDN5TQbMMdgLxXLe4ZOl5K0xLTAzBj_CtyEH-Otxis4kFcrEL-LEopeWEpQ6zpJIKwIBFtXqeaBh0CeJ5ZglcNwryHJ90rtnfuLvBo
A Bleu Basil,"Far East Plaza,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,4.1,1000,ChIJO5dUDe2ZyzsRrbcesDihApU,AdDdOWo08e4ecsSidx8qtV7N3Xd8QOunYISjzIR3h-sFhvk8YUGVZy-xxpc9BBzMKVrCyI2C3peCEqJAUFMaxNm0dvfmE9NC-RyY7B21IOvH7uSDYXy0MffS5Us-CtB1YYRqYREpxVzIHqfYxKYin2bye4Tk5bEapY5Tx0HYlGWe6wOgSTGz
Ohri's - Silver Metro,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,4.3,1100,ChIJk9PkEuCZyzsR2E_9pVbWzjM,AdDdOWpOSMEd0yu7iegKLQI1ULP8zzZfMMtMvIdNduxvPsMj75pjjkVnAfW4e6hRqJLqBKhbyyNu5ZaHqJgMhr9fwHehYyr9YMIz7ifEiaUkAOEf7RNqU7KQbTG8ebbrBTiy5tZQEl8MQYVmijeISgqBj-NYcMxq-L2or4xB2zuFIL6WELr0
Biryanis And More,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.2,1000,ChIJLYzka_qTyzsR3vgPEZCJNcE,AdDdOWo5bysgHXcpcq1GrfF4COPvZrt-NYjqCNyVCm0fMv0Fr7r3qQPQ3uRgHwkiSjVAn2TN-mRVxpnEq7mhdGFoj8iTnSNlck-i_aY3eS1fYwgrTIi1uuk3aG5UX65EODpILJyNc1avu1SnApvc6xkqbvcYCJaM45Oukb8aDue3acxvBoY
ABs - Absolute Barbecues,"Apurupa Silpi,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,4.4,1200,ChIJ_Q8c8ESRyzsRLZngwt4GTh8,AdDdOWr41nmQPAweTmINq8S6e3mnABJjPpkCOOeu-MkR9PB8q9_pWq73NKPBw536l0PQbUcmziepXxpNqbueCRsG_-QKjGJ5o_6__bDj1hhdm8lOyeIqj6Pf5EdRJfamvQYA-r7aIEJtwOvdIslVg3Uy7Sq3JQgvSfNAvlWute4ZJVCPLNQA
Level Lounge,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.8,1500,ChIJyREBNkuXyzsRzlHnIlAfHZo,
Mid Land Bakers & Confectioners,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.1,400,ChIJLTZf1h6RyzsRcyI2J6ESFks,AdDdOWoTJX4q18_r9_HEFUAHcRLsanhI-ip3PpceWdNs50dKi_yVzNhKgKKLsoED8Xb5p0-d94R-G61j8k6xj1oJldBuW6gD49m3sTvht6lfjCGwrfe0trCiUtDSZfr5zmVRCPCXYd-NeTarZZpyTI6a-lEd6egI9AkdfKE8V9WPxe8pZIOT
Bikanervala,"Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,4.2,1000,ChIJF5hj_DiXyzsRn7P0sjf5hkE,AdDdOWrdu46n3i32h0UNm4wjUFPOv3Xt1dGhkZkq6FbDPrrotljeRT9XgKU8JHIvtGJiVJLvwSyc0Hqgz7pPzxBA0TBN9tGuQwIKRrbdamFOxF18iOfyVvGbuGpnGDKSf9Oln6jQWaFrxWRJIZxMLSxdJ2kwxtH8YoxEpOOSkHiujxLa2rfI
Lobby Lounge,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.1,3000,ChIJialchmmXyzsR74F65ZfaVlM,AdDdOWpKGhgxklWDIWInC4OBxcUmCqNeQixeZk7CzgeZdrnpJnDc3e9PQgApfZ6c8Cs7h9W2WieMVLkB2g4-aQo5NWd2orw1viY8lDDR9bbWYzbJgorhjDByrlX9FCGCjSH7RbamJpIxrannjxqyXyqn3wqMdMef373IJnb2hWrdLDMgCuYj
Waterside Cafe,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,3.8,3000,ChIJ56fEFzmXyzsRHHfBpG78M9Y,AdDdOWpdKVsB8V8Mm2atKAQTTJkk-crl8aAC1ZqipB9mDjwfmAGyAKTYcJTj_fs5bloR1k6MneQZpAyBUd-Y9jVZuVxYU-FuhSqlwwoZ3KXro0llTyGd3_hH6XiGJqs75VljjF5y2Kx751QEP3UUUuEGpaQoDd8a878JsCN3Cc_1oI69LzjB
Cassia,"Hampshire Plaza Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.5,1000,ChIJR9dIWCCXyzsR-z_8YStmcAY,AdDdOWqkY4msFVL0xs1YfxNH8tqVMkgZZ9KfUbnTBZjx-qZFmfZ9gpT8_oW-NEm0cPCsYPSkLDXctC3xq4hC-sAkjxtjQBshxyRCo9SJ_TXKZvYSAuMxw_qMkvUqqNV4LX7ksSKcpTe4FtCYN3FO0T1CCBTfwkrgRAoXe7e9xwe_Ygb_kZo
Eagle Restaurant & Bar,"Shree Venkateshwara Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.6,1400,ChIJAQAAwGiXyzsRK7BK7qMn6Iw,AdDdOWqIidRkZfkW0c86hCBy17BRiQMDMCJ7Q4sPU2_vcxNmUc1-QvfJiBe7ElzjlmWBOhDG0DRgrn_bou187UrjwVaO_nDsHWRu26vLqJyhk-aIyOImx0OpTT7Kwfp6k6aUjDH7C6Kz5LmSh8WB3URaJ11rn5T_O_9g0WeuxCABUyBcs0Xm
Kebab E Bahar,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.0,3200,ChIJgZLhFzmXyzsRtxHLs_prBZg,AdDdOWpUPzss4kH-fopSPP_VMCvyvKNb_Qlr3rSzcY6O5vGkgOsvyOQvHbJVdBKDSx7821wk0hRK5Ev99bquYnod0VbgiKM9Squw5hHHm8AJbxyo4YuADkbSyaHra9gLg-WAg8hj8SQ2UanxLUB7UQze2bkp3IxQPQOUaD1MMzgtdyQdo9If
Amantran,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,3.4,300,ChIJY-WhVOuZyzsRcAzK_oL9sbA,AdDdOWp9tvGFXU_0gtkFFSA3HqS4u97fMeeeubukljlpAmLBDBEbKZsfaMFCxig2jgmqZBnl_-RL-0MSA5qvhXya_T2w7i_xLqJ5AvoxFBslPx7khyOMn9wzaYxwJwDaua8yScHQ8U_uUTo6ypROkjrc4G2p9GmAf868hlj66gF94o_jf00d
So. The Sky Kitchen,"Aryan's Building,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,4.1,1800,ChIJ66ViR86WyzsRIR8Wwjtiq1o,AdDdOWq7dQNes3gVEGZ3By61e_r8q5ICogpxx9q-yCPCbR7VdcCODR833P3iHA80EEOxjWaG1SqviO9FUi9iXSAVVazh6KhT7p8jGBEejBX81h2RW01GxWL05OsiNtf822-9M_BNfa7Mgdcl0aaOQRHywd2Wy91HcP6RNRwpuC8bjK6QKlc
Hydrate - The Bar,"Hampshire Plaza Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.1,1500,ChIJl2l9N12XyzsRWQdSRlfWQf4,AdDdOWpY5FU2fBoOue13z7pqtqiFHhApciMGUbSPYStDwGvD4wMF1KkD64uWyCdxQE3lTLh_hpzwjKXk1re42F1j1uyWi_SMjApjQW_dSqoEbF-7DMglv7OKoWlO7jWxxfri1kh-iv5N_mtMUsnKsN_OB4x934aR1Uqhb1rAf3bXw8iekh6T
Lazeez Khaana,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,4.4,900,ChIJq6pFBoCXyzsRShsQ2J8ng6w,AdDdOWqu4Y069V1fYZaMwgZAfK9LIZnkCfIUH7Ye-MFLNFnisugtBRvzl7C8Jj1l5M62Dw4EXsEI70uPXqppL5yZXtwSwVaUFT3KEsm4-KDqMQ7LPYCQ_2EL34xGvHXDFwmc1p_LV-98pa2SGvfXuyNYhjP9VCAwMBOYIq1JFWpHzJa5xkDb
Cream Stone,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,4.2,400,ChIJs2Z8Jy2RyzsRUvMabDrmsNc,AdDdOWpP-R2Ch0l_fgE142aZ-ayV3xVwgjjO5iHARI4epR8tCaBxWanz9RCTD5BeC_xYwuMqsUnStcGEKW4wTmMj4QZec-qJEjiia3CfiPMyYjjViHN5NxUyvYC5P_InFyXwUR2LE85imuOpxkO5kkLPPvEG0jlJWct1qmX1wIlWCUfLSSWa
Dakshina Mandapa,"Taj Tristar Hotel,SD Road, Secunderabad", Secunderabad,Hyderabad,4.0,700,ChIJB9csis6WyzsRt2EMKMxB0eo,AdDdOWqY1ZKau-DRij_fS-zRPef_4c58sKhUKy0cRWp2SPdhlshDvT-NkDncNEZR6rI8mQuqiwdfdiUh5BxPVmIaOfe5Wst4Emqfsc2eaflQsBbzeh3yE-TWOqQUvSNttYJ3t6dC5vOrmv8bqT7Dz-Ko2NjHHBIX0X1hIk-kgqkyszVdh6__
Four Square,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,3.4,1200,ChIJeTxo5bWVyzsRwiLQFwKyEpY,AdDdOWqH56m785i4EjzMvK9sTX_lze_J0Oxjf5mXXKY7i5AR09hNywUDM8m0uEvUazDTJiEMRMO6wrXJ0hwv6_Fxa1ikAJBqy79hv4l_7YS2UVKe_EXfl8cWFaiz51hUIEJ-Req8DxBqbjB7E2PimlKaysJ8I2xcvXQ8q4RH3_KlMWBR9Uh3
